pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_dens,st_vsin,rastr,ra,decstr,dec,sy_dist,rowupdate
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,352.78000,1.11000,Mass,0.71000,0.047000,,2000,0,F9 V,6090.00,1.65,1.21,0.544,5.000,0.3800,6.0000,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,2014-05-14
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,0,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,1102.82000,3.47000,Mass,1.47000,0.014300,,,1,,5625.00,0.91,0.96,,2.700,1.8140,10.8700,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,2014-05-14
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,0,9.24285000,0.090000,,,1366.66900,4.30000,1366.66900,4.30000,Mass,,0.590000,,,0,,,,1.14,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,2018-07-18
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,0,1675.00000000,2.900000,,,,,5403.11000,17.00000,Msini,,0.600000,,,0,,,,1.14,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,2018-07-18
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,718.29580,2.26000,Mass,1.36000,0.000000,,,0,F8 IV,6200.00,1.95,1.29,,4.100,0.2550,11.0000,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,2018-12-03
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,12.20000,0.03800,Mass,0.24900,0.077000,,885,0,G3 V,5939.00,1.14,1.10,,3.300,1.0270,4.0000,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,889.90000,2.80000,Mass,3.00000,0.160000,,1660,0,G0 V,5900.00,1.61,1.14,,7.200,0.5000,9.0000,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,2014-05-14
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,5.70000,0.01800,Mass,0.90000,0.000000,,1070,0,K1 V,4950.00,0.86,0.91,,11.000,,2.0000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,2018-06-06
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,28.00000,0.08800,Mass,1.30000,0.000000,,850,0,K1 V,4950.00,0.86,0.91,,11.000,,2.0000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,2014-06-11
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,85.81000,0.27000,Mass,0.15000,0.000000,,1330,0,F9,6040.00,1.19,1.09,,4.500,,4.3000,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,2014-05-14
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,165.26000,0.52000,Mass,0.28000,0.000000,,1600,0,G5,5590.00,1.79,1.09,,8.600,,2.0000,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,2014-05-14
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,3302.11000,10.39000,Mass,12.60000,0.065000,,1500,0,G2,5900.00,1.08,1.05,,4.210,1.2400,4.0000,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,2014-05-14
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,153.82972,0.48400,Mass,0.69000,0.047000,,,0,G8/9 IV,5150.00,1.78,1.01,,12.000,0.2700,3.0000,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,2015-04-16
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,270.15550,0.85000,Mass,1.45000,0.082000,,,0,K0 V,5260.00,0.90,0.97,,4.500,1.8250,3.5000,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,2015-04-16
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,0,4.25680000,,11.320,1.010,6883.91000,21.66000,6883.91000,21.66000,Mass,26.40000,0.000000,,,0,F3 V,6740.00,1.56,1.37,,2.200,,17.0000,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,2014-05-14
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,921.70700,2.90000,Mass,3.45000,0.007000,,,0,G3 V,5650.00,0.91,0.98,,3.000,,4.3000,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,2020-04-10
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,266.97720,0.84000,Mass,0.33000,0.020000,,,0,G2 IV,5700.00,2.15,1.25,,4.700,,2.8000,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,2020-04-10
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,CoRoT,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,349.61125,1.10000,Mass,0.29000,0.000000,,1747,1,F6 V,6390.00,1.65,1.01,,6.100,,8.8000,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,2022-08-01
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,CoRoT,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,216.12332,0.68000,Mass,0.25000,0.000000,,1567,0,F3 V,6730.00,1.52,1.32,,2.100,,25.6000,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,2022-08-01
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,228.83000,0.72000,Mass,0.52500,0.000000,,1074,0,,6190.00,1.17,1.16,,1.000,,6.4000,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,2014-05-14
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,148.42000,0.46700,Mass,0.21700,0.090000,,1438,0,F9 V,6100.00,1.19,1.00,,6.900,,1.0000,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,2014-05-14
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,940.74000,2.96000,Mass,2.32000,0.100000,,1017,0,F9 V,6090.00,1.02,1.05,,,,7.6000,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,2014-05-14
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0,0.85359163,,1.681,0.150,4.07661,0.01283,4.07661,0.01283,Mass,,0.000000,,,0,,5275.00,0.83,0.82,,,2.0000,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,2020-11-13
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,0,3.69800000,0.046000,,,8.40000,0.02643,8.40000,0.02643,Mass,,0.000000,,,0,,5256.00,0.86,0.90,-0.289,,1.9632,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,2015-09-08
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,La Silla Observatory,0,8.96600000,,,,17.14200,0.05393,17.14200,0.05393,Mass,,,,,0,G9 V,5250.00,,0.92,,1.800,,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,2022-08-16
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,69.92000,0.22000,Mass,1.60000,0.000000,,,0,K1 V,5080.00,0.77,0.88,,3.000,2.7000,2.0000,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,2014-05-14
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,266.97720,0.84000,Mass,0.86000,0.133000,,420,0,,5625.00,0.96,0.96,,6.000,1.5100,3.5000,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,2017-12-12
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,47.67450,0.15000,Mass,1.10000,,132.26,938,0,G0 VI,5970.00,0.79,1.08,-0.155,,,3.2000,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,2017-09-14
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,0,4098.10000000,5.750000,,,,,3823.27330,12.02930,Msin(i)/sin(i),,0.000000,,,0,,,,0.51,,,,,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,2019-07-03
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,0,246.36000000,0.360000,,,9057.77000,28.50000,9057.77000,28.50000,Mass,,0.345000,,,0,L1.5,,,0.07,,1.000,,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,,2014-05-14
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,0,,330.000000,,,3496.00000,11.00000,3496.00000,11.00000,Mass,,,,,0,M0.5,,0.27,0.33,,0.001,,,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,2014-05-14
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,18.57000000,0.146200,,,,,24.27000,0.07636,Msini,,0.083000,,877,0,F8 V,6196.00,1.26,1.21,,2.010,,3.4100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,2020-01-23
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,6.58400000,0.073300,,,,,9.60000,0.03020,Msini,,0.057000,,1239,0,F8 V,6196.00,1.26,1.21,,2.010,,3.4100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,2020-01-23
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,2.88200000,0.042200,,,,,3.35000,0.01054,Msini,,0.070000,,1632,0,F8 V,6196.00,1.26,1.21,,2.010,,3.4100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,2020-01-23
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,5.51600000,0.065100,,,,,4.13000,0.01299,Msini,,0.070000,,1314,0,F8 V,6196.00,1.26,1.21,,2.010,,3.4100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,2020-01-23
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,0,5.20720000,0.066400,,,,,138.89171,0.43700,Msini,,0.078000,,1000,0,F5 V,6500.00,1.78,1.44,0.104,2.000,,5.1000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000,2020-01-23
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,0,6.67320000,0.066200,,,,,2.58000,0.00812,Msini,,0.140000,,854,0,K0 V,5138.00,0.91,0.87,,10.900,,1.9700,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000,2020-01-23
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,0,10220.00000000,8.190000,,,,,1922.79000,6.05000,Msini,,0.390000,,,0,,,,0.69,,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000,2014-05-14
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.13826800,,5.700,0.509,,,,,,,0.000000,,850,0,G6 V,5428.00,0.96,1.01,-0.140,0.045,2.4000,17.8000,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,2019-07-03
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,0,6.79870000,0.034900,1.047,0.093,,,,,,,0.000000,,,0,,3648.00,0.28,0.29,,,,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,2020-11-13
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,0,28.16560000,,1.870,0.167,,,,,,,,,,0,,,,0.41,,,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,2019-06-03
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,K2,0,0.72091000,,1.500,0.134,,,,,,,,,,0,,5633.00,0.94,,,,,,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000,2021-10-25
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,0,2.13174000,,0.692,0.062,,,,,,,,,,0,,,,0.78,,,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000,2019-06-03
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0,0.87721400,,1.300,0.116,,,,,,,,,,0,,5820.00,0.93,,,,,,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000,2021-10-25
EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,0,3.80464000,,1.220,0.109,,,,,,,,,,0,,,,1.07,,,,,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000,2019-06-03
EPIC 201754305 d,K2-16,1,3,Transit,2019,K2,0,2.71578000,,1.030,0.092,,,,,,,,,,0,,,,0.67,,,,,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000,2019-06-03
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,K2,0,2.04780000,0.029600,0.908,0.081,,,,,,,0.000000,,,0,,4520.00,0.66,0.73,-0.364,,,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,2020-11-13
EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,0,3.96151000,,1.000,0.089,,,,,,,,,,0,,,,0.61,,,,,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000,2019-06-03
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,0,4.16980000,0.035000,1.040,0.093,,,,,,,,,,0,,5053.00,0.63,0.80,,,,,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000,2020-11-13
EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,0,8.05072200,,1.310,0.117,,,,,,,,,961,0,,5502.70,0.83,0.88,,,,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,2019-08-09
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,0,4.50756000,,1.700,0.152,,,,,,,,,,0,,,,0.93,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,2019-06-03
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0,0.91172400,,1.400,0.125,,,,,,,,,,0,,5724.00,1.10,,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,2021-10-25
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,0,14.64753100,,2.600,0.232,,,,,,,,,,0,,5724.00,1.10,,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,2021-10-25
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,0,2.87814000,,1.010,0.090,,,,,,,,,,0,,,,0.22,,,,,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000,2019-06-03
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,0,5.29860000,,1.700,0.152,,,,,,,,,,0,,4114.00,0.50,,,,,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,2022-03-28
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0,0.35488400,,1.200,0.107,,,,,,,,,,0,,4114.00,0.50,,,,,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,2021-10-25
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,0,2.25543600,,1.000,0.089,,,,,,,,,,0,,3297.00,0.25,,,,,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000,2022-03-28
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,0,1.58252000,,0.960,0.086,,,,,,,,,,0,,,,0.71,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2019-06-03
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,0,17.51547200,,2.094,0.187,,,,,,,,,,0,,4752.00,0.76,0.83,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2022-03-16
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,0,21.17019630,0.119500,1.920,0.171,,,,,,,,,431,0,,4057.00,0.58,0.62,,,,,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000,2021-09-20
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,0,19.49221000,0.149300,5.760,0.514,,,,,,,,,817,0,,6069.00,1.39,1.17,,,2.2530,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000,2018-10-24
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,0,2.28936300,,1.480,0.132,,,,,,,,,1149,0,,5171.00,0.80,0.83,,,,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,2021-08-30
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,0,5.21396500,,2.270,0.203,,,,,,,,,866,0,,5171.00,0.80,0.83,,,,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,2021-08-23
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,0,18.09830000,,2.170,0.194,,,,,,,,,,0,,,,1.11,,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000,2019-06-03
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,K2,0,34.88500000,,1.600,0.143,,,,,,,,,,0,,,,0.91,,,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000,2019-06-03
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,0,15.28078000,,1.260,0.112,,,,,,,,,756,0,,6004.00,0.98,0.99,,,,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,2021-08-30
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,0,23.22855500,,2.320,0.207,,,,,,,,,658,0,,6004.00,0.98,0.99,,,,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,2021-08-23
EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,K2,0,0.57865700,,1.200,0.107,,,,,,,,,,0,,5765.00,0.93,,,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,2021-10-25
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,K2,0,11.81143700,,2.300,0.205,,,,,,,,,,0,,5765.00,0.93,,,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,2021-10-25
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,K2,0,13.60300000,0.098000,2.586,0.231,,,,,,,0.200000,,536,0,K3,4684.00,0.67,0.69,,,3.1900,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,2019-07-19
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,K2,0,65.55000000,0.280000,2.690,0.240,,,,,,,0.200000,,316,0,K3,4684.00,0.67,0.69,,,3.1900,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,2019-07-19
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,K2,0,0.76240600,,0.990,0.088,,,,,,,,,,0,,5620.00,0.89,,,,,,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980,624.5120000,2021-10-25
EPIC 220554210 c,K2-282,1,2,Transit,2019,K2,0,0.70531000,,1.600,0.143,,,,,,,,,,0,,5499.00,1.00,,,,,,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000,2022-03-28
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,K2,0,0.57121200,,1.600,0.143,,,,,,,,,,0,,5613.00,0.95,,,,,,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,2022-03-28
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,0,13.33461500,,2.200,0.196,,,,,,,,,,0,,5613.00,0.95,,,,,,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,2022-03-28
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,K2,0,0.72811300,,1.100,0.098,,,,,,,,,,0,,3782.00,0.32,,,,,,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.1240000,2021-10-25
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,K2,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,953.49000,3.00000,Mass,3.10000,,642.00,1401,0,F5 V,6202.00,1.59,1.32,0.526,3.020,0.4650,74.9200,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000,2019-12-02
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,K2,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,4131.79000,13.00000,Mass,,0.000000,0.19,183,0,,4898.00,2.70,0.90,,,0.0640,,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.8860000,2019-07-19
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,8.75000,0.02753,Mass,6.39000,0.060000,1037.00,1616,0,G8 IV/V,5430.00,1.71,1.05,,9.000,0.2980,2.1000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,2020-02-06
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,14.67000,0.04616,Mass,1.62000,0.070000,160.00,990,0,G8 IV/V,5430.00,1.71,1.05,,9.000,0.2980,2.1000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,2020-02-06
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,10.18000,0.03203,Mass,0.91000,0.150000,53.00,752,0,G8 IV/V,5430.00,1.71,1.05,,9.000,0.2980,2.1000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,2020-02-06
FU Tau b,FU Tau,1,1,Imaging,2008,Spitzer Space Telescope,0,,800.000000,,,5085.28000,16.00000,5085.28000,16.00000,Mass,,,,2375,0,M7.25,2838.00,,0.05,-0.699,0.001,,,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,,2016-03-09
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,0,2.30538000,0.022790,,,,,2.50000,0.00787,Msini,,,20.50,587,0,M4.0 V,3326.00,0.30,0.30,-1.972,,,2.0000,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,2021-07-12
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,0,8.05180000,0.052500,,,,,3.75000,0.01180,Msini,,,3.87,387,0,M4.0 V,3326.00,0.30,0.30,-1.972,,,2.0000,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,16.0090000,2021-07-12
G 9-40 b,G 9-40,1,1,Transit,2019,K2,0,5.74600700,0.038500,2.025,0.181,,,,,,,0.000000,7.20,456,0,M2.5 V,3348.00,0.31,0.29,-1.971,9.900,14.1100,2.0000,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276000,2020-01-13
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,Multiple Observatories,0,10.34650000,0.045700,,,,,1.08000,0.00340,Msini,,,0.67,231,0,M5.5 V,3024.00,0.14,0.12,-2.852,,,,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,2022-12-17
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,Multiple Observatories,0,21.20200000,0.073800,,,,,1.36000,0.00428,Msini,,,0.26,182,0,M5.5 V,3024.00,0.14,0.12,-2.852,,,,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.8486700,2022-12-17
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,0,3.20400000,0.021000,,,,,1.37000,0.00431,Msini,,0.310000,3.80,,0,M5.5 V,2953.00,0.16,0.12,-2.770,7.000,,2.5000,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,2020-02-21
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,0,6.68900000,0.035000,,,,,1.74000,0.00547,Msini,,0.290000,1.40,,0,M5.5 V,2953.00,0.16,0.12,-2.770,7.000,,2.5000,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,2020-02-21
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,0,13.03100000,0.054000,,,,,1.64000,0.00516,Msini,,0.530000,0.60,,0,M5.5 V,2953.00,0.16,0.12,-2.770,7.000,,2.5000,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,2020-02-21
GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,1.66000,0.00522,Mass,6.30000,0.220000,,529,0,,3270.00,0.21,0.18,-2.359,,,,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,2020-05-28
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,La Silla Observatory,0,8.92900000,0.047600,,,,,2.64000,0.00831,Msini,,0.270000,,300,0,,3270.00,0.21,0.18,-2.359,,,,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.6130000,2018-06-26
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,41.38000000,0.166000,,,,,96.70000,0.30425,Msini,,0.380000,,,0,,3287.00,0.36,0.34,-1.869,,10.5255,,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143000,2017-10-16
